ID,Customer Name,Customer Type,Customer Group,Territory,Mobile No,Email Id,Default Price List,Billing Currency,From Lead,Industry,Website,Tax ID,Customer POS id,Salutation,Gender
CUST-B2C-8447,Tillmann Kensy,Individual,B2C,Germany,+49(0)6227321630,tillmannkensy@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-7243,Berthold Wirth,Individual,B2C,Germany,+49 (0) 3093 430443,bertholdwirth@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-5841,Raymund Weihmann,Individual,B2C,Germany,00590618772,raymundweihmann@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-9126,Natalija Buchholz,Individual,B2C,Austria,(00269) 54360,natalijabuchholz@example.com,Standard Selling,EUR,,,,,,Prof,Other
CUST-B2C-7928,Silva Schweitzer,Individual,Retail,Germany,02964 31391,silvaschweitzer@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-8167,Karlheinz Beyer-Mangold,Individual,Retail,Germany,01132 988764,karlheinzbeyermangold@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-3763,Friederike Dehmel MBA.,Individual,Retail,Germany,0878652843,friederikedehmelmba@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-8726,Dipl.-Ing. Theresa Röhrdanz,Individual,Retail,Austria,+49(0)0369 765393,diplingtheresaröhrdanz@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-5409,Prof. Emilie Patberg B.Eng.,Individual,B2C,Austria,03526 03160,profemiliepatbergbeng@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-3465,Petros Köster,Individual,Retail,Austria,+49(0)9702 34425,petrosköster@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-6491,Vitali Kambs B.Eng.,Individual,Retail,Austria,+49 (0) 8370 169248,vitalikambsbeng@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-7500,Dr. Recep Scheuermann,Individual,Retail,Switzerland,07669884598,drrecepscheuermann@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-4083,Ing. Anneke Eigenwillig B.Eng.,Individual,Retail,Germany,(00237) 321410,ingannekeeigenwilligbeng@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-8723,Cosimo Loos,Individual,Retail,Switzerland,+49 (0) 7788 061831,cosimoloos@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-6648,Ing. Tadeusz Schmidtke B.Sc.,Individual,B2C,Switzerland,+49(0) 121784805,ingtadeuszschmidtkebsc@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-9087,Metin Warmer,Individual,B2C,Switzerland,+49(0) 552357127,metinwarmer@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-1741,Hans-Otto Gumprich,Individual,Retail,Austria,(01691) 95418,hansottogumprich@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-1263,Joanna Misicher,Individual,Retail,Switzerland,(09691) 361742,joannamisicher@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-2629,Franjo Stahr B.Eng.,Individual,B2C,Austria,04073 29226,franjostahrbeng@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-4406,Yvette Girschner-Kohl,Individual,B2C,Switzerland,0473654100,yvettegirschnerkohl@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-1398,Prof. Irmela Heinrich,Individual,B2C,Austria,07202 175789,profirmelaheinrich@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-5760,Engin Römer,Individual,Retail,Switzerland,+49 (0) 1648 611723,enginrömer@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-6312,Benno Seifert-Rust,Individual,B2C,Germany,+49 (0) 3489 405133,bennoseifertrust@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-8654,Ayse Kraus,Individual,B2C,Germany,(04890) 39968,aysekraus@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-9595,Hans Dieter Ruppert,Individual,Retail,Germany,+49(0)5671 23656,hansdieterruppert@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-9295,Ing. Bernd Ring B.Sc.,Individual,B2C,Switzerland,+49 (0) 1923 373410,ingberndringbsc@example.com,Standard Selling,EUR,,,,,,Mrs,Female
CUST-B2C-7139,Ing. Hans-Gerhard Wilms,Individual,Retail,Germany,04734298317,inghansgerhardwilms@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-6286,Eitel Zobel MBA.,Individual,B2C,Germany,07369 17645,eitelzobelmba@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-2371,Rainer Klemm,Individual,B2C,Germany,+49(0)9007 013786,rainerklemm@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-3031,Univ.Prof. Heinz Zobel,Individual,Retail,Germany,+49(0) 952091366,univprofheinzzobel@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-4242,Univ.Prof. Emil Preiß,Individual,B2C,Austria,00604 23987,univprofemilpreiß@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-6197,Andre Kitzmann,Individual,Retail,Switzerland,+49(0)8409048276,andrekitzmann@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-7620,Almut Schacht-Dörr,Individual,Retail,Switzerland,03786 027129,almutschachtdörr@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-9705,Dr. Jorge Martin MBA.,Individual,B2C,Germany,+49(0)2977 97205,drjorgemartinmba@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-9064,Till Rudolph,Individual,Retail,Germany,06395 15798,tillrudolph@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-1912,Ayten Eimer B.A.,Individual,B2C,Austria,(06901) 133738,ayteneimerba@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-4077,Kirstin Wende,Individual,Retail,Austria,08400 461597,kirstinwende@example.com,Standard Selling,EUR,,,,,,Dr,Other
CUST-B2C-7256,Ing. Enrico Stroh B.Sc.,Individual,Retail,Germany,+49(0)5398 785029,ingenricostrohbsc@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-1852,Alwine Schuster B.Eng.,Individual,Retail,Austria,+49(0) 168192659,alwineschusterbeng@example.com,Standard Selling,EUR,,,,,,Dr,Female
CUST-B2C-3041,Urte Schweitzer B.Sc.,Individual,B2C,Germany,07144 712073,urteschweitzerbsc@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-9863,Xaver Walter B.Eng.,Individual,B2C,Germany,+49(0) 616999006,xaverwalterbeng@example.com,Standard Selling,EUR,,,,,,Ms,Other
CUST-B2C-1678,Univ.Prof. Ellen Jüttner,Individual,B2C,Austria,+49(0)4656 38116,univprofellenjüttner@example.com,Standard Selling,EUR,,,,,,Prof,Male
CUST-B2C-8043,Henri Kensy-Henschel,Individual,Retail,Austria,(01266) 98286,henrikensyhenschel@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-4826,Helene Spieß-Hettner,Individual,B2C,Austria,+49(0)7866 15119,helenespießhettner@example.com,Standard Selling,EUR,,,,,,Ms,Female
CUST-B2C-3313,Helmut Faust-Tlustek,Individual,B2C,Switzerland,0228544654,helmutfausttlustek@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-2790,Joana Rose,Individual,B2C,Austria,0940305189,joanarose@example.com,Standard Selling,EUR,,,,,,Prof,Female
CUST-B2C-7341,Prof. Irene Putz MBA.,Individual,Retail,Switzerland,(07120) 26749,profireneputzmba@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-8596,Franziska Löffler B.Eng.,Individual,Retail,Switzerland,0350808191,franziskalöfflerbeng@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-1572,Heiko Bärer B.Sc.,Individual,Retail,Germany,(07395) 006626,heikobärerbsc@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-1711,Hanns Langern MBA.,Individual,Retail,Austria,+49(0)1935843294,hannslangernmba@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-4294,Katarzyna Steinberg,Individual,Retail,Switzerland,0370352275,katarzynasteinberg@example.com,Standard Selling,EUR,,,,,,Mr,Female
CUST-B2C-1349,Nevenka Weitzel B.Sc.,Individual,Retail,Austria,0332682679,nevenkaweitzelbsc@example.com,Standard Selling,EUR,,,,,,Ms,Male
CUST-B2C-9260,Valentin Lehmann-Eberhardt,Individual,B2C,Germany,+49(0)0782 27195,valentinlehmanneberhardt@example.com,Standard Selling,EUR,,,,,,Mr,Male
CUST-B2C-9225,Paula Scholtz,Individual,B2C,Germany,00522836608,paulascholtz@example.com,Standard Selling,EUR,,,,,,Dr,Male
CUST-B2C-9133,Herr Vassilios Wende B.Sc.,Individual,Retail,Switzerland,+49 (0) 3449 954463,herrvassilioswendebsc@example.com,Standard Selling,EUR,,,,,,Mr,Other
CUST-B2C-1130,Hassan Zirme-Walter,Individual,Retail,Switzerland,+49(0)0634 99534,hassanzirmewalter@example.com,Standard Selling,EUR,,,,,,Ms,Other
CUST-B2C-5801,Herma Etzold B.A.,Individual,Retail,Austria,+49(0) 066948716,hermaetzoldba@example.com,Standard Selling,EUR,,,,,,Mrs,Male
CUST-B2C-9953,Carsten Ruppert,Individual,B2C,Austria,01466 90385,carstenruppert@example.com,Standard Selling,EUR,,,,,,Ms,Other
