ID,Customer Name,Customer Type,Customer Group,Territory,Mobile No,Email Id,Default Price List,Billing Currency,From Lead,Industry,Website,Tax ID,Customer POS id,Salutation,Gender
CUST-B2C-5785,Grete Sontag B.A.,Individual,B2C,Austria,04573 462751,gretesontagba@example.com,Standard Selling,EUR,False,,,,,Prof,Male
CUST-B2C-1327,Rosi Misicher,Individual,B2C,Austria,+49 (0) 2740 715649,rosimisicher@example.com,Standard Selling,EUR,True,,,,,Ms,Other
CUST-B2C-1105,Ricarda Liebelt,Individual,B2C,Austria,07801264874,ricardaliebelt@example.com,Standard Selling,EUR,False,,,,,Dr,Female
CUST-B2C-4721,Karl Ziegert-Fröhlich,Individual,B2C,Switzerland,+49 (0) 1935 466319,karlziegertfröhlich@example.com,Standard Selling,EUR,True,,,,,Mrs,Other
CUST-B2C-4914,Gina Ladeck,Individual,B2C,Germany,+49(0)3763553587,ginaladeck@example.com,Standard Selling,EUR,False,,,,,Mr,Female
CUST-B2C-2839,Wolf Zorbach-Wähner,Individual,Retail,Germany,(09727) 627703,wolfzorbachwähner@example.com,Standard Selling,EUR,True,,,,,Ms,Other
CUST-B2C-1977,Jolanta Langern-Krebs,Individual,B2C,Germany,+49 (0) 8778 233536,jolantalangernkrebs@example.com,Standard Selling,EUR,True,,,,,Dr,Other
CUST-B2C-9560,Witold Segebahn,Individual,Retail,Germany,0017389993,witoldsegebahn@example.com,Standard Selling,EUR,False,,,,,Mrs,Male
CUST-B2C-1359,Apostolos Trapp,Individual,Retail,Switzerland,03512 76459,apostolostrapp@example.com,Standard Selling,EUR,False,,,,,Mrs,Other
CUST-B2C-5159,Mathilde Müller,Individual,B2C,Austria,+49(0) 662936593,mathildemüller@example.com,Standard Selling,EUR,False,,,,,Dr,Other
CUST-B2C-4015,Ralf Textor,Individual,B2C,Germany,00855 135325,ralftextor@example.com,Standard Selling,EUR,True,,,,,Mr,Other
CUST-B2C-5591,Mariele Ullmann,Individual,B2C,Switzerland,07228 12712,marieleullmann@example.com,Standard Selling,EUR,False,,,,,Dr,Other
CUST-B2C-2832,Univ.Prof. Drago Wilms,Individual,B2C,Switzerland,(05934) 908686,univprofdragowilms@example.com,Standard Selling,EUR,False,,,,,Dr,Female
CUST-B2C-3764,Dipl.-Ing. Margot Langern B.Eng.,Individual,Retail,Switzerland,+49(0)9221 52064,diplingmargotlangernbeng@example.com,Standard Selling,EUR,True,,,,,Dr,Other
CUST-B2C-5644,Fernando Klemt,Individual,Retail,Germany,+49(0)7818 736739,fernandoklemt@example.com,Standard Selling,EUR,False,,,,,Mrs,Female
CUST-B2C-1591,Valeri Biggen,Individual,Retail,Austria,+49 (0) 1518 571754,valeribiggen@example.com,Standard Selling,EUR,True,,,,,Ms,Other
CUST-B2C-6405,Heidelinde Pölitz,Individual,B2C,Switzerland,+49(0) 555470509,heidelindepölitz@example.com,Standard Selling,EUR,True,,,,,Mr,Male
CUST-B2C-2447,Ing. Leonhard Steckel B.Eng.,Individual,Retail,Austria,(08052) 290381,ingleonhardsteckelbeng@example.com,Standard Selling,EUR,False,,,,,Mrs,Male
CUST-B2C-3664,Andrzej Scheel,Individual,Retail,Austria,+49(0)9402 34516,andrzejscheel@example.com,Standard Selling,EUR,False,,,,,Mrs,Female
CUST-B2C-2751,Roberto Drubin,Individual,Retail,Switzerland,+49(0) 933817585,robertodrubin@example.com,Standard Selling,EUR,False,,,,,Ms,Other
CUST-B2C-1254,Aleksandr Rörricht,Individual,Retail,Germany,0771660728,aleksandrrörricht@example.com,Standard Selling,EUR,False,,,,,Dr,Male
CUST-B2C-7129,Asta Täsche B.Eng.,Individual,Retail,Switzerland,+49 (0) 7395 770130,astatäschebeng@example.com,Standard Selling,EUR,True,,,,,Mr,Other
CUST-B2C-1174,Ortwin Löwer,Individual,B2C,Switzerland,+49(0)4237474473,ortwinlöwer@example.com,Standard Selling,EUR,True,,,,,Mrs,Female
CUST-B2C-7687,Daniele Bruder,Individual,Retail,Switzerland,06335 795860,danielebruder@example.com,Standard Selling,EUR,False,,,,,Ms,Female
CUST-B2C-4963,Willi Ackermann-Scheuermann,Individual,B2C,Austria,+49(0) 726547693,williackermannscheuermann@example.com,Standard Selling,EUR,False,,,,,Prof,Male
CUST-B2C-2071,Annemarie Eimer,Individual,Retail,Austria,(08209) 050526,annemarieeimer@example.com,Standard Selling,EUR,True,,,,,Mr,Female
CUST-B2C-6592,Jürgen Kuhl B.Sc.,Individual,B2C,Germany,03017298224,jürgenkuhlbsc@example.com,Standard Selling,EUR,False,,,,,Dr,Male
CUST-B2C-1114,Ing. Ingrid Johann B.A.,Individual,Retail,Austria,(06743) 263438,ingingridjohannba@example.com,Standard Selling,EUR,True,,,,,Mrs,Female
CUST-B2C-2716,Frau Loretta Mende B.Sc.,Individual,B2C,Switzerland,+49(0)0773835696,fraulorettamendebsc@example.com,Standard Selling,EUR,True,,,,,Dr,Male
CUST-B2C-5183,Zeljko Pechel,Individual,Retail,Switzerland,0106195429,zeljkopechel@example.com,Standard Selling,EUR,True,,,,,Ms,Female
CUST-B2C-5226,Karl-Jürgen Werner,Individual,Retail,Germany,(07029) 94295,karljürgenwerner@example.com,Standard Selling,EUR,True,,,,,Ms,Male
CUST-B2C-4250,Justine Rosenow-Matthäi,Individual,B2C,Germany,+49 (0) 2229 331048,justinerosenowmatthäi@example.com,Standard Selling,EUR,False,,,,,Mr,Female
CUST-B2C-5951,Kamil Anders-auch Schlauchin,Individual,B2C,Germany,(04949) 60309,kamilandersauchschlauchin@example.com,Standard Selling,EUR,True,,,,,Mr,Male
CUST-B2C-4026,Jeannette Geißler,Individual,Retail,Switzerland,00931084188,jeannettegeißler@example.com,Standard Selling,EUR,False,,,,,Prof,Other
CUST-B2C-3335,Ekrem Meister,Individual,B2C,Switzerland,(00496) 05377,ekremmeister@example.com,Standard Selling,EUR,False,,,,,Prof,Female
CUST-B2C-1880,Dipl.-Ing. Nikolai Dehmel,Individual,B2C,Austria,+49(0)6310 70714,diplingnikolaidehmel@example.com,Standard Selling,EUR,True,,,,,Mr,Female
CUST-B2C-8808,Frauke Sager,Individual,B2C,Switzerland,(07970) 470793,fraukesager@example.com,Standard Selling,EUR,False,,,,,Mrs,Male
CUST-B2C-1831,Berthold Wagenknecht,Individual,Retail,Germany,0850828506,bertholdwagenknecht@example.com,Standard Selling,EUR,False,,,,,Ms,Other
CUST-B2C-8328,Ing. Elias Hölzenbecher,Individual,Retail,Germany,03576 92039,ingeliashölzenbecher@example.com,Standard Selling,EUR,True,,,,,Mr,Other
CUST-B2C-1593,Klaus Dieter Kraus-Hermighausen,Individual,Retail,Germany,(01223) 12049,klausdieterkraushermighausen@example.com,Standard Selling,EUR,True,,,,,Ms,Male
CUST-B2C-2815,Dipl.-Ing. Raymund Dehmel MBA.,Individual,B2C,Switzerland,+49(0)3244330972,diplingraymunddehmelmba@example.com,Standard Selling,EUR,True,,,,,Dr,Female
CUST-B2C-7135,Anne-Kathrin Scholl,Individual,B2C,Germany,03938 730941,annekathrinscholl@example.com,Standard Selling,EUR,True,,,,,Prof,Other
CUST-B2C-2323,Eric Pieper,Individual,Retail,Switzerland,+49(0)4126 530471,ericpieper@example.com,Standard Selling,EUR,False,,,,,Ms,Other
CUST-B2C-6139,Sebastian Röhricht-Stumpf,Individual,B2C,Austria,06947596159,sebastianröhrichtstumpf@example.com,Standard Selling,EUR,False,,,,,Mr,Male
CUST-B2C-1665,Johannes Schüler,Individual,Retail,Germany,+49(0)5929 436572,johannesschüler@example.com,Standard Selling,EUR,True,,,,,Dr,Female
CUST-B2C-6137,John Striebitz-Wesack,Individual,Retail,Austria,0278165460,johnstriebitzwesack@example.com,Standard Selling,EUR,False,,,,,Mrs,Female
CUST-B2C-6444,Frau Anna-Marie Niemeier,Individual,B2C,Austria,(01970) 28121,frauannamarieniemeier@example.com,Standard Selling,EUR,True,,,,,Mrs,Other
CUST-B2C-2754,Frau Magda Wilmsen B.A.,Individual,B2C,Austria,08871407271,fraumagdawilmsenba@example.com,Standard Selling,EUR,False,,,,,Prof,Male
CUST-B2C-5916,Heidelinde Mielcarek,Individual,Retail,Austria,(01840) 77772,heidelindemielcarek@example.com,Standard Selling,EUR,True,,,,,Mr,Male
CUST-B2C-2990,Laszlo Mühle-Jüttner,Individual,B2C,Germany,+49(0)7005508709,laszlomühlejüttner@example.com,Standard Selling,EUR,False,,,,,Mr,Female
CUST-B2C-4040,Herr Giorgio Lachmann,Individual,B2C,Switzerland,+49 (0) 4371 915742,herrgiorgiolachmann@example.com,Standard Selling,EUR,True,,,,,Ms,Other
CUST-B2C-1512,Benedikt Mülichen-Sager,Individual,B2C,Austria,+49(0)3994 965055,benediktmülichensager@example.com,Standard Selling,EUR,True,,,,,Dr,Male
CUST-B2C-7606,Harm Walter,Individual,Retail,Germany,(03199) 16721,harmwalter@example.com,Standard Selling,EUR,True,,,,,Dr,Other
CUST-B2C-3539,Dipl.-Ing. Laura Ehlert,Individual,Retail,Switzerland,+49(0)0306 354969,diplinglauraehlert@example.com,Standard Selling,EUR,True,,,,,Dr,Other
CUST-B2C-9170,Lorenzo Ladeck-Jockel,Individual,B2C,Germany,(05026) 65940,lorenzoladeckjockel@example.com,Standard Selling,EUR,False,,,,,Ms,Other
CUST-B2C-5963,Damian Trüb-Budig,Individual,Retail,Germany,+49(0)8409260225,damiantrübbudig@example.com,Standard Selling,EUR,False,,,,,Ms,Male
CUST-B2C-8961,Univ.Prof. Hanns Drub MBA.,Individual,Retail,Austria,01047 24524,univprofhannsdrubmba@example.com,Standard Selling,EUR,False,,,,,Prof,Female
CUST-B2C-2356,Senta Pieper,Individual,Retail,Germany,06903 34170,sentapieper@example.com,Standard Selling,EUR,True,,,,,Mrs,Female
CUST-B2C-2285,Rafael Geisel,Individual,Retail,Switzerland,+49(0)1694 650279,rafaelgeisel@example.com,Standard Selling,EUR,True,,,,,Ms,Male
CUST-B2C-7901,Dimitri Steuer,Individual,B2C,Germany,+49(0) 726836411,dimitristeuer@example.com,Standard Selling,EUR,False,,,,,Mr,Female
CUST-B2C-6542,Mona Nohlmans,Individual,Retail,Austria,+49 (0) 5532 815433,monanohlmans@example.com,Standard Selling,EUR,True,,,,,Mrs,Male
CUST-B2C-4182,Horst Lange,Individual,B2C,Germany,+49 (0) 8199 460678,horstlange@example.com,Standard Selling,EUR,False,,,,,Mrs,Male
CUST-B2C-3121,Friederike Bruder,Individual,Retail,Germany,(07368) 734960,friederikebruder@example.com,Standard Selling,EUR,True,,,,,Ms,Female
CUST-B2C-5649,Dipl.-Ing. Ottmar Löchel B.Sc.,Individual,Retail,Germany,(04552) 07169,diplingottmarlöchelbsc@example.com,Standard Selling,EUR,False,,,,,Ms,Female
CUST-B2C-4836,Prof. Evelin Junk,Individual,Retail,Austria,+49(0)3455301853,profevelinjunk@example.com,Standard Selling,EUR,True,,,,,Mrs,Female
